TrustCent	TrustProv	TrustLocal	V7B	Peking	year_88_89	year_87_90	year_86_91	year_85_92	year_84_93	year_84_94	Female	marriage	T	start_year	method	Age_Enter_college	V01a	V23	V4a	Education	CCP	GovtJob	Income2	X_c	X2	X3	DX	DX2	DX3	D	method.1	birth_date
9.0	8.0	6.0	4.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1989.0	2.0	18.25	3.0	2.0	1.0	1.0	1.0	1.0	3.0	0.831506849315019	0.69140364045779	0.574906862681992	0.0	0.0	0.0	0.0	2.0	1972.22527095489
10.0	10.0	9.0	5.0	0.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1990.0	2.0	22.5833740234375	3.0	2.0	1.0	1.0	0.0	0.0	5.0	-2.50186717412248	6.25933935695161	-15.6600356688501	-2.50186717412248	6.25933935695161	-15.6600356688501	1.0	2.0	1968.4214441767
10.0	9.0	8.0	5.0	0.0		1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1990.0	2.0	22.1666259765625	3.0	2.0	1.0	1.0	0.0	1.0	2.0	-2.08511912724748	4.3477217748133	-9.06551783261357	-2.08511912724748	4.3477217748133	-9.06551783261357	1.0	2.0	1969.13305497915
7.0	6.0	5.0	4.0	1.0					1.0	1.0	1.0	1.0	0.0	1993.0	2.0	19.9166259765625	3.0	2.0	1.0	1.0	0.0	0.0	3.0	3.16488087275252	10.0164709387147	31.7009372864198	0.0	0.0	0.0	0.0	2.0	1973.09421260329
5.0	5.0	3.0	4.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1988.0	2.0	19.6666259765625	3.0	2.0	1.0	1.0	0.0	1.0	3.0	-1.58511912724748	2.51260264756581	-3.98277451582923	-1.58511912724748	2.51260264756581	-3.98277451582923	1.0	2.0	1968.36412238283
8.0	7.0	6.0	4.0	0.0				1.0	1.0	1.0	0.0	1.0	0.0	1992.0	2.0	19.1666259765625	3.0	2.0	2.0	2.0	1.0	1.0	4.0	2.91488087275252	8.49653050233849	24.7663742460248	0.0	0.0	0.0	0.0	2.0	1973.6450706874
7.0	8.0	6.0	3.0	0.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1987.0	2.0	18.6666259765625	3.0	2.0	1.0	1.0	0.0	0.0	5.0	-1.58511912724748	2.51260264756581	-3.98277451582923	-1.58511912724748	2.51260264756581	-3.98277451582923	1.0	2.0	1970.03299716674
5.0	0.0	0.0	5.0	0.0				1.0	1.0	1.0	1.0	1.0	1.0	1985.0	2.0	18.75	3.0	2.0	1.0	1.0	0.0	0.0	2.0	-3.66849315068498	13.4578419966226	-49.3700011876108	-3.66849315068498	13.4578419966226	-49.3700011876108	1.0	2.0	1967.2552338508
7.0	6.0	4.0	5.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1989.0	2.0	18.0	3.0	2.0	1.0	1.0	0.0	0.0	2.0	1.08150684931502	1.1696570651153	1.2649921272719	0.0	0.0	0.0	0.0	2.0	1971.85993608972
8.0	7.0	6.0	4.0	0.0		1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1990.0	2.0	20.6666259765625	3.0	2.0	3.0	3.0	1.0	1.0	4.0	-0.585119127247481	0.342364393070854	-0.200323954874231	-0.585119127247481	0.342364393070854	-0.200323954874231	1.0	2.0	1970.62416911125
8.0	6.0	3.0	4.0	0.0		1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1987.0	2.0	19.1666259765625	3.0	2.0	1.0	1.0	1.0	1.0	2.0	-2.08511912724748	4.3477217748133	-9.06551783261357	-2.08511912724748	4.3477217748133	-9.06551783261357	1.0	2.0	1967.64554852387
9.0	1.0	2.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1988.0	2.0	19.5833740234375	3.0	2.0	1.0	1.0	0.0	1.0	2.0	-1.50186717412248	2.25560500870665	-3.38761912036276	-1.50186717412248	2.25560500870665	-3.38761912036276	1.0	2.0	1968.29884633748
8.0	7.0	6.0	4.0	0.0				1.0	1.0	1.0	1.0	1.0	0.0	1992.0	2.0	19.9166259765625	3.0	2.0	1.0	1.0	0.0	1.0	3.0	2.16488087275252	4.68670919320971	10.1461670885331	0.0	0.0	0.0	0.0	2.0	1972.2030979055
8.0	7.0	5.0	4.0	1.0		1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1987.0	2.0	18.6666259765625	3.0	2.0	1.0	1.0	0.0	1.0	2.0	-1.58511912724748	2.51260264756581	-3.98277451582923	-1.58511912724748	2.51260264756581	-3.98277451582923	1.0	2.0	1968.56051275227
9.0	8.0	7.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1989.0	2.0	17.8333740234375	3.0	2.0	1.0	1.0	0.0	0.0	3.0	1.24813282587752	1.557835551033	1.94438568856328	0.0	0.0	0.0	0.0	2.0	1971.60126905888
10.0	9.0	8.0	4.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1988.0	2.0	19.0	1.0	2.0	1.0	1.0	0.0	0.0	4.0	-0.918493150684981	0.843629667855223	-0.774868071639667	-0.918493150684981	0.843629667855223	-0.774868071639667	1.0	2.0	1970.01108534262
10.0	10.0	10.0	4.0	0.0					1.0	1.0	1.0	1.0	0.0	1993.0	2.0	19.75	2.0	2.0	2.0	2.0	0.0	1.0	3.0	3.33150684931502	11.0989378870329	36.976187590772	0.0	0.0	0.0	0.0	2.0	1974.66854398279
10.0	9.0	8.0	5.0	0.0			1.0	1.0	1.0	1.0	0.0	1.0	0.0	1991.0	2.0	20.5833740234375	3.0	2.0	1.0	1.0	1.0	1.0	3.0	0.498132825877519	0.248136312216723	0.123604842407343	0.0	0.0	0.0	0.0	2.0	1970.79224851169
10.0	8.0	3.0	4.0	0.0				1.0	1.0	1.0	0.0	1.0	0.0	1992.0	2.0	20.0833740234375	3.0	2.0	1.0	1.0	0.0	1.0	1.0	1.99813282587752	3.99253478984928	7.97761482205585	0.0	0.0	0.0	0.0	2.0	1973.59545149468
4.0	5.0	5.0	4.0	0.0					1.0	1.0	0.0	1.0	0.0	1993.0	2.0	21.4166259765625	2.0	2.0	1.0	1.0	0.0	1.0	1.0	1.66488087275252	2.77182832045719	4.61476395328292	0.0	0.0	0.0	0.0	2.0	1972.61427338654
10.0	7.0	2.0	4.0	0.0			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1986.0	2.0	18.75	3.0	2.0	1.0	1.0	1.0	1.0	2.0	-2.66849315068498	7.12085569525266	-19.0019546497978	-2.66849315068498	7.12085569525266	-19.0019546497978	1.0	2.0	1967.94965195563
7.0	7.0	3.0	5.0	0.0		1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1990.0	2.0	18.4166259765625	3.0	2.0	1.0	1.0	1.0	1.0	2.0	1.66488087275252	2.77182832045719	4.61476395328292	0.0	0.0	0.0	0.0	2.0	1972.33897649171
8.0	6.0	5.0	4.0	0.0		1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1990.0	2.0	18.5	3.0	2.0	1.0	1.0	0.0	0.0	3.0	1.58150684931502	2.50116391443032	3.95560786193111	0.0	0.0	0.0	0.0	2.0	1972.79489591252
5.0	4.0	3.0	3.0	0.0		1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1990.0	2.0	18.5833740234375	3.0	2.0	1.0	1.0	0.0	1.0	2.0	1.49813282587752	2.24440196397176	3.36241225669007	0.0	0.0	0.0	0.0	2.0	1971.66009720042
10.0	8.0	6.0	5.0	1.0					1.0	1.0	0.0	1.0	0.0	1993.0	2.0	19.9166259765625	2.0	2.0	1.0	1.0	1.0	1.0	3.0	3.16488087275252	10.0164709387147	31.7009372864198	0.0	0.0	0.0	0.0	2.0	1973.42955798795
10.0	10.0	10.0	5.0	0.0				1.0	1.0	1.0	0.0	1.0	0.0	1992.0	2.0	18.0833740234375	1.0	2.0	1.0	1.0	0.0	1.0	1.0	3.99813282587752	15.9850660933594	63.9104174716818	0.0	0.0	0.0	0.0	2.0	1974.73560912348
6.0	8.0	9.0	1.0	0.0					1.0	1.0	0.0	1.0	0.0	1993.0	2.0	20.25	3.0	2.0	1.0	1.0	1.0	1.0	2.0	2.83150684931502	8.01743103771787	22.701410897209	0.0	0.0	0.0	0.0	2.0	1973.53995963605
9.0	8.0	6.0	4.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1988.0	2.0	19.1666259765625	3.0	2.0	1.0	1.0	1.0	0.0	1.0	-1.08511912724748	1.17748352031833	-1.27770988991612	-1.08511912724748	1.17748352031833	-1.27770988991612	1.0	2.0	1969.74910964631
9.0	8.0	7.0	5.0	0.0						1.0	1.0	1.0	0.0	1994.0	2.0	19.8333740234375	3.0	2.0	1.0	1.0	0.0	1.0	3.0	4.24813282587752	18.0466325062981	76.6644919465533	0.0	0.0	0.0	0.0	2.0	1975.21082764212
8.0	6.0	6.0	1.0	0.0			1.0	1.0	1.0	1.0	0.0	1.0	0.0	1991.0	2.0	20.75	1.0	2.0	1.0	1.0	1.0	1.0	3.0	0.331506849315019	0.109896791142771	0.0364315389815707	0.0	0.0	0.0	0.0	2.0	1970.67415888701
9.0	9.0	9.0	1.0	0.0			1.0	1.0	1.0	1.0	0.0	1.0	0.0	1991.0	2.0	18.5	2.0	2.0	1.0	1.0	1.0	1.0	2.0	2.58150684931502	6.66417761306036	17.2036201531671	0.0	0.0	0.0	0.0	2.0	1973.10860043904
10.0	10.0	9.0	5.0	0.0				1.0	1.0	1.0	1.0	1.0	0.0	1992.0	2.0	21.5	2.0	2.0	1.0	1.0	0.0	1.0	2.0	0.581506849315019	0.338150215800281	0.196636666585215	0.0	0.0	0.0	0.0	2.0	1971.79544205964
5.0	4.0	2.0	3.0	0.0			1.0	1.0	1.0	1.0	0.0	1.0	0.0	1991.0	2.0	17.75	1.0	2.0	1.0	1.0	0.0	0.0	2.0	3.33150684931502	11.0989378870329	36.976187590772	0.0	0.0	0.0	0.0	2.0	1973.14623261197
10.0	9.0	8.0	5.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1989.0	2.0	19.6666259765625	1.0	2.0	2.0	2.0	1.0	1.0	3.0	-0.585119127247481	0.342364393070854	-0.200323954874231	-0.585119127247481	0.342364393070854	-0.200323954874231	1.0	2.0	1969.2686934825
8.0	5.0	2.0	5.0	0.0						1.0	1.0	1.0	0.0	1994.0	2.0	20.9166259765625	2.0	2.0	1.0	1.0	0.0	1.0	3.0	3.16488087275252	10.0164709387147	31.7009372864198	0.0	0.0	0.0	0.0	2.0	1974.28936835704
6.0	1.0	1.0	5.0	0.0					1.0	1.0	0.0	1.0	0.0	1993.0	2.0	20.9166259765625	3.0	2.0	1.0	1.0	1.0	1.0	2.0	2.16488087275252	4.68670919320971	10.1461670885331	0.0	0.0	0.0	0.0	2.0	1973.48723901669
7.0	7.0	6.0	5.0	0.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1990.0	2.0	20.9166259765625	3.0	2.0	1.0	1.0	0.0	1.0	3.0	-0.835119127247481	0.697423956694594	-0.582432086036274	-0.835119127247481	0.697423956694594	-0.582432086036274	1.0	2.0	1969.3875376666
8.0	8.0	8.0	4.0	0.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1987.0	2.0	18.9166259765625	2.0	2.0	1.0	1.0	0.0	1.0	3.0	-1.83511912724748	3.36766221118956	-6.1800613378625	-1.83511912724748	3.36766221118956	-6.1800613378625	1.0	2.0	1968.82182648219
8.0	7.0	4.0	4.0	0.0					1.0	1.0	0.0	1.0	0.0	1993.0	2.0	18.9166259765625	2.0	2.0	1.0	1.0	0.0	1.0	1.0	4.16488087275252	17.3462326842198	72.2449927208216	0.0	0.0	0.0	0.0	2.0	1974.65760528343
5.0	1.0	0.0	3.0	0.0					1.0	1.0	0.0	1.0	0.0	1993.0	2.0	19.9166259765625	3.0	2.0	3.0	3.0	0.0	0.0	1.0	3.16488087275252	10.0164709387147	31.7009372864198	0.0	0.0	0.0	0.0	2.0	1973.90489094378
8.0	7.0	6.0	3.0	0.0						1.0	1.0	1.0	0.0	1994.0	2.0	20.3333740234375	3.0	2.0	1.0	1.0	0.0	0.0	3.0	3.74813282587752	14.0484996804206	52.6556428065143	0.0	0.0	0.0	0.0	2.0	1974.17542675231
9.0	6.0	3.0	5.0	0.0		1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1990.0	2.0	19.4166259765625	3.0	2.0	2.0	2.0	1.0	1.0	6.0	0.664880872752519	0.442066574952152	0.293921610168904	0.0	0.0	0.0	0.0	2.0	1970.40781804454
8.0	7.0	6.0	4.0	0.0		1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1990.0	2.0	21.5833740234375	3.0	2.0	1.0	1.0	0.0	1.0	2.0	-1.50186717412248	2.25560500870665	-3.38761912036276	-1.50186717412248	2.25560500870665	-3.38761912036276	1.0	2.0	1968.96996056801
7.0	7.0	7.0	4.0	0.0					1.0	1.0	0.0	1.0	0.0	1993.0	2.0	20.0833740234375	3.0	2.0	1.0	1.0	1.0	1.0	5.0	2.99813282587752	8.98880044160432	26.9496176692363	0.0	0.0	0.0	0.0	2.0	1972.76902621053
10.0	9.0	7.0	5.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1989.0	2.0	19.3333740234375	3.0	2.0	1.0	1.0	0.0	1.0	3.0	-0.251867174122481	0.063437073400444	-0.0159777164119702	-0.251867174122481	0.063437073400444	-0.0159777164119702	1.0	2.0	1969.80671640718
8.0	4.0	4.0	4.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1989.0	2.0	20.1666259765625	2.0	2.0	2.0	2.0	0.0	0.0	3.0	-1.08511912724748	1.17748352031833	-1.27770988991612	-1.08511912724748	1.17748352031833	-1.27770988991612	1.0	2.0	1970.15345598152
9.0	8.0	7.0	4.0	0.0					1.0	1.0	0.0	1.0	0.0	1993.0	2.0	20.0833740234375	1.0	2.0	1.0	1.0	0.0	1.0	4.0	2.99813282587752	8.98880044160432	26.9496176692363	0.0	0.0	0.0	0.0	2.0	1973.87031946378
10.0	5.0	0.0	5.0	0.0		1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1990.0	2.0	19.1666259765625	3.0	2.0	1.0	1.0	0.0	0.0	6.0	0.914880872752519	0.837007011328411	0.765761705024115	0.0	0.0	0.0	0.0	2.0	1970.92280928139
9.0	8.0	9.0	5.0	0.0		1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1987.0	2.0	19.0	2.0	2.0	2.0	2.0	1.0	1.0	7.0	-1.91849315068498	3.68061596922518	-7.06123652726028	-1.91849315068498	3.68061596922518	-7.06123652726028	1.0	2.0	1967.82354851486
6.0	7.0	6.0	4.0	0.0		1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1990.0	2.0	21.5833740234375	3.0	2.0	1.0	1.0	0.0	1.0	3.0	-1.50186717412248	2.25560500870665	-3.38761912036276	-1.50186717412248	2.25560500870665	-3.38761912036276	1.0	2.0	1969.17047967995
10.0	10.0	10.0	5.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1989.0	2.0	21.5833740234375	3.0	2.0	1.0	1.0	1.0	0.0	7.0	-2.50186717412248	6.25933935695161	-15.6600356688501	-2.50186717412248	6.25933935695161	-15.6600356688501	1.0	2.0	1967.76532855816
10.0	9.0	4.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1989.0	2.0	18.8333740234375	3.0	2.0	1.0	1.0	1.0	0.0	3.0	0.248132825877519	0.0615698992779633	0.0152775130968353	0.0	0.0	0.0	0.0	2.0	1971.25532362703
9.0	8.0	9.0	4.0	1.0				1.0	1.0	1.0	0.0	1.0	0.0	1992.0	2.0	23.5	3.0	2.0	1.0	1.0	0.0	0.0	3.0	-1.41849315068498	2.0121228185402	-2.85418243643624	-1.41849315068498	2.0121228185402	-2.85418243643624	1.0	2.0	1968.82030932279
9.0	7.0	5.0	5.0	0.0		1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1990.0	2.0	18.4166259765625	3.0	2.0	1.0	1.0	0.0	0.0	6.0	1.66488087275252	2.77182832045719	4.61476395328292	0.0	0.0	0.0	0.0	2.0	1971.48904690007
10.0	6.0	6.0	5.0	0.0			1.0	1.0	1.0	1.0	0.0	1.0	0.0	1991.0	2.0	18.3333740234375	2.0	2.0	1.0	1.0	0.0	1.0	3.0	2.74813282587752	7.55223402866556	20.754542242885	0.0	0.0	0.0	0.0	2.0	1972.79540734179
7.0	6.0	4.0	4.0	0.0			1.0	1.0	1.0	1.0	0.0	1.0	0.0	1991.0	2.0	20.75	3.0	2.0	1.0	1.0	0.0	1.0	3.0	0.331506849315019	0.109896791142771	0.0364315389815707	0.0	0.0	0.0	0.0	2.0	1970.42920268187
10.0	8.0	4.0	4.0	0.0		1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1990.0	2.0	21.8333740234375	1.0	2.0	1.0	1.0	1.0	1.0	2.0	-1.75186717412248	3.06903859576789	-5.37654797204071	-1.75186717412248	3.06903859576789	-5.37654797204071	1.0	2.0	1969.37424929952
6.0	3.0	3.0	4.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1988.0	2.0	19.6666259765625	3.0	2.0	1.0	1.0	0.0	0.0	2.0	-1.58511912724748	2.51260264756581	-3.98277451582923	-1.58511912724748	2.51260264756581	-3.98277451582923	1.0	2.0	1969.94568326976
5.0	6.0	7.0	3.0	0.0			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1986.0	2.0	18.0833740234375	3.0	2.0	1.0	1.0	0.0	1.0	2.0	-2.00186717412248	4.00747218282913	-8.02242701401459	-2.00186717412248	4.00747218282913	-8.02242701401459	1.0	2.0	1967.80660304194
10.0	10.0	10.0	5.0	0.0		1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1990.0	2.0	24.25	1.0	2.0	1.0	1.0	0.0	1.0	2.0	-4.16849315068498	17.3763351473076	-72.4331340455584	-4.16849315068498	17.3763351473076	-72.4331340455584	1.0	2.0	1966.80221074633
10.0	5.0	3.0	5.0	0.0			1.0	1.0	1.0	1.0	0.0	1.0	0.0	1991.0	2.0	18.75	3.0	2.0	1.0	1.0	0.0	0.0	5.0	2.33150684931502	5.43592418840285	12.6738944776184	0.0	0.0	0.0	0.0	2.0	1973.22692053206
10.0	8.0	6.0	5.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1988.0	2.0	18.3333740234375	3.0	2.0	1.0	1.0	0.0	0.0	2.0	-0.251867174122481	0.063437073400444	-0.0159777164119702	-0.251867174122481	0.063437073400444	-0.0159777164119702	1.0	2.0	1971.2554834215
10.0	9.0	9.0	5.0	0.0		1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1987.0	2.0	19.0833740234375	1.0	2.0	1.0	1.0	1.0	1.0	4.0	-2.00186717412248	4.00747218282913	-8.02242701401459	-2.00186717412248	4.00747218282913	-8.02242701401459	1.0	2.0	1968.1065170248
7.0	6.0	3.0	5.0	0.0			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1986.0	2.0	18.8333740234375	3.0	2.0	1.0	1.0	1.0	1.0	2.0	-2.75186717412248	7.57277294401285	-20.8392652817118	-2.75186717412248	7.57277294401285	-20.8392652817118	1.0	2.0	1967.6518668253
9.0	7.0	5.0	4.0	0.0				1.0	1.0	1.0	0.0	1.0	0.0	1992.0	2.0	19.9166259765625	2.0	2.0	1.0	1.0	1.0	1.0	3.0	2.16488087275252	4.68670919320971	10.1461670885331	0.0	0.0	0.0	0.0	2.0	1972.75901770638
9.0	8.0	7.0	5.0	0.0				1.0	1.0	1.0	0.0	1.0	1.0	1985.0	2.0	18.0833740234375	3.0	2.0	1.0	1.0	1.0	1.0	2.0	-3.00186717412248	9.01120653107409	-27.0504450848694	-3.00186717412248	9.01120653107409	-27.0504450848694	1.0	2.0	1967.27286351286
8.0	5.0	0.0	2.0	0.0				1.0	1.0	1.0	0.0	1.0	0.0	1992.0	2.0	20.5	3.0	2.0	1.0	1.0	0.0	0.0	1.0	1.58150684931502	2.50116391443032	3.95560786193111	0.0	0.0	0.0	0.0	2.0	1971.80983341858
9.0	9.0	8.0	5.0	0.0				1.0	1.0	1.0	0.0	1.0	0.0	1992.0	2.0	18.9166259765625	3.0	2.0	1.0	1.0	0.0	0.0	2.0	3.16488087275252	10.0164709387147	31.7009372864198	0.0	0.0	0.0	0.0	2.0	1973.68682576437
8.0	7.0	6.0	3.0	0.0			1.0	1.0	1.0	1.0	0.0	1.0	1.0	1986.0	2.0	17.8333740234375	3.0	2.0	1.0	1.0	1.0	1.0	2.0	-1.75186717412248	3.06903859576789	-5.37654797204071	-1.75186717412248	3.06903859576789	-5.37654797204071	1.0	2.0	1969.417794629
8.0	6.0	5.0	4.0	0.0				1.0	1.0	1.0	0.0	1.0	0.0	1992.0	2.0	18.5	2.0	2.0	1.0	1.0	0.0	1.0	2.0	3.58150684931502	12.8271913116904	45.9406735402933	0.0	0.0	0.0	0.0	2.0	1974.43273613928
5.0	2.0	0.0	5.0	0.0						1.0	0.0	1.0	0.0	1994.0	2.0	20.0	3.0	2.0	1.0	1.0	0.0	0.0	6.0	4.08150684931502	16.6586981610054	67.9925906448151	0.0	0.0	0.0	0.0	2.0	1975.40218804264
7.0	6.0	8.0	4.0	0.0					1.0	1.0	0.0	1.0	0.0	1993.0	2.0	19.6666259765625	3.0	2.0	1.0	1.0	0.0	1.0	3.0	3.41488087275252	11.661411375091	39.8223306540969	0.0	0.0	0.0	0.0	2.0	1973.22086029686
5.0	4.0	4.0	4.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1989.0	2.0	19.25	3.0	2.0	1.0	1.0	1.0	1.0	2.0	-0.168493150684981	0.0283899418277516	-0.00478351074632119	-0.168493150684981	0.0283899418277516	-0.00478351074632119	1.0	2.0	1970.5228849235
9.0	9.0	8.0	4.0	0.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1987.0	2.0	18.9166259765625	2.0	2.0	1.0	1.0	0.0	1.0	2.0	-1.83511912724748	3.36766221118956	-6.1800613378625	-1.83511912724748	3.36766221118956	-6.1800613378625	1.0	2.0	1969.78695142083
9.0	8.0	7.0	5.0	0.0				1.0	1.0	1.0	1.0	1.0	1.0	1985.0	2.0	19.6666259765625	3.0	2.0	1.0	1.0	0.0	0.0	3.0	-4.58511912724748	21.0233174110507	-96.3944147796036	-4.58511912724748	21.0233174110507	-96.3944147796036	1.0	2.0	1966.81306552654
10.0	7.0	0.0	4.0	0.0					1.0	1.0	0.0	1.0	0.0	1993.0	2.0	18.9166259765625	1.0	2.0	2.0	2.0	0.0	0.0	6.0	4.16488087275252	17.3462326842198	72.2449927208216	0.0	0.0	0.0	0.0	2.0	1975.52242659032
9.0	8.0	2.0	5.0	0.0				1.0	1.0	1.0	0.0	1.0	0.0	1992.0	2.0	21.75	2.0	2.0	1.0	1.0	1.0	1.0	1.0	0.331506849315019	0.109896791142771	0.0364315389815707	0.0	0.0	0.0	0.0	2.0	1971.22988781752
9.0	8.0	7.0	4.0	0.0		1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1987.0	2.0	19.5	1.0	2.0	1.0	1.0	0.0	1.0	2.0	-2.41849315068498	5.84910911991016	-14.1460303441118	-2.41849315068498	5.84910911991016	-14.1460303441118	1.0	2.0	1967.92379555292
10.0	8.0	6.0	4.0	0.0				1.0	1.0	1.0	0.0	1.0	0.0	1992.0	2.0	21.0833740234375	3.0	2.0	1.0	1.0	0.0	0.0	3.0	0.998132825877519	0.996269138094242	0.994408930140567	0.0	0.0	0.0	0.0	2.0	1970.76946490863
8.0	6.0	3.0	5.0	0.0						1.0	0.0	1.0	0.0	1994.0	2.0	21.1666259765625	3.0	2.0	1.0	1.0	0.0	1.0	1.0	2.91488087275252	8.49653050233849	24.7663742460248	0.0	0.0	0.0	0.0	2.0	1973.5339087639
7.0	6.0	5.0	4.0	0.0		1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1987.0	2.0	20.0	2.0	2.0	1.0	1.0	0.0	1.0	2.0	-2.91849315068498	8.51760227059515	-24.8585638869908	-2.91849315068498	8.51760227059515	-24.8585638869908	1.0	2.0	1967.64404069167
10.0	8.0	7.0	5.0	0.0				1.0	1.0	1.0	0.0	1.0	0.0	1992.0	2.0	20.5	3.0	2.0	1.0	1.0	1.0	1.0	1.0	1.58150684931502	2.50116391443032	3.95560786193111	0.0	0.0	0.0	0.0	2.0	1971.78817225154
8.0	7.0	7.0	4.0	0.0				1.0	1.0	1.0	1.0	1.0	0.0	1992.0	2.0	19.9166259765625	3.0	2.0	1.0	1.0	0.0	0.0	2.0	2.16488087275252	4.68670919320971	10.1461670885331	0.0	0.0	0.0	0.0	2.0	1973.01408157405
10.0	9.0	8.0	4.0	0.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1990.0	2.0	19.0833740234375	3.0	2.0	1.0	1.0	1.0	1.0	2.0	0.998132825877519	0.996269138094242	0.994408930140567	0.0	0.0	0.0	0.0	2.0	1971.97261236235
9.0	8.0	7.0	4.0	0.0				1.0	1.0	1.0	0.0	1.0	0.0	1992.0	2.0	20.4166259765625	1.0	2.0	1.0	1.0	1.0	1.0	3.0	1.66488087275252	2.77182832045719	4.61476395328292	0.0	0.0	0.0	0.0	2.0	1973.05665230239
10.0	4.0	2.0	4.0	0.0				1.0	1.0	1.0	1.0	1.0	0.0	1992.0	2.0	19.8333740234375	3.0	2.0	1.0	1.0	0.0	1.0	1.0	2.24813282587752	5.05410120278804	11.3622908192948	0.0	0.0	0.0	0.0	2.0	1973.4408849217
4.0	4.0	6.0	5.0	0.0				1.0	1.0	1.0	0.0	1.0	0.0	1992.0	2.0	19.9166259765625	2.0	2.0	1.0	1.0	1.0	1.0	2.0	2.16488087275252	4.68670919320971	10.1461670885331	0.0	0.0	0.0	0.0	2.0	1973.48463229602
9.0	8.0	7.0	5.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1989.0	2.0	19.9166259765625	3.0	2.0	1.0	1.0	0.0	0.0	4.0	-0.835119127247481	0.697423956694594	-0.582432086036274	-0.835119127247481	0.697423956694594	-0.582432086036274	1.0	2.0	1969.47948484868
9.0	8.0	8.0	4.0	0.0					1.0	1.0	1.0	1.0	0.0	1993.0	2.0	19.0833740234375	2.0	2.0	1.0	1.0	0.0	1.0	3.0	3.99813282587752	15.9850660933594	63.9104174716818	0.0	0.0	0.0	0.0	2.0	1975.36956091691
5.0	3.0	2.0	5.0	0.0		1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1987.0	2.0	18.0833740234375	3.0	1.0	1.0	1.0	1.0	1.0	1.0	-1.00186717412248	1.00373783458416	-1.00561198789466	-1.00186717412248	1.00373783458416	-1.00561198789466	1.0	2.0	1969.50762162264
10.0	10.0	10.0	5.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1990.0	2.0	20.3333740234375	3.0	2.0	1.0	1.0	1.0	1.0	3.0	-0.251867174122481	0.063437073400444	-0.0159777164119702	-0.251867174122481	0.063437073400444	-0.0159777164119702	1.0	2.0	1970.30621293699
