TrustCent	TrustProv	TrustLocal	V7B	Peking	year_88_89	year_87_90	year_86_91	year_85_92	year_84_93	year_84_94	Female	marriage	T	start_year	method	Age_Enter_college	V01a	V23	V4a	Education	CCP	GovtJob	Income2	X_c	X2	X3	DX	DX2	DX3	D	method.1	birth_date
9.0	7.0	2.0	5.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1988.0	2.0	18.5	3.0	2.0	1.0	1.0	0.0	1.0	2.0	-0.418493150684981	0.175136517170242	-0.0732934328705688	-0.418493150684981	0.175136517170242	-0.0732934328705688	1.0	2.0	1970.92665283103
8.0	7.0	2.0	5.0	0.0			1.0	1.0	1.0	1.0	0.0	1.0	0.0	1991.0	2.0	19.0	3.0	2.0	1.0	1.0	0.0	0.0	2.0	2.08150684931502	4.33267076374534	9.01848387056286	0.0	0.0	0.0	0.0	2.0	1973.3896912518
10.0	8.0	6.0	5.0	0.0			1.0	1.0	1.0	1.0	1.0	1.0	0.0	1991.0	2.0	19.25	3.0	2.0	1.0	1.0	1.0	0.0	4.0	1.83150684931502	3.35441733908783	6.14363833200042	0.0	0.0	0.0	0.0	2.0	1973.11618832638
8.0	7.0	6.0	5.0	0.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1990.0	2.0	17.9166259765625	1.0	2.0	1.0	1.0	0.0	0.0	2.0	2.16488087275252	4.68670919320971	10.1461670885331	0.0	0.0	0.0	0.0	2.0	1973.51441049343
9.0	7.0	4.0	4.0	0.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1987.0	2.0	18.75	3.0	2.0	1.0	1.0	0.0	1.0	2.0	-1.66849315068498	2.78386939388269	-4.64486701609482	-1.66849315068498	2.78386939388269	-4.64486701609482	1.0	2.0	1968.60998153174
5.0	5.0	5.0	3.0	0.0					1.0	1.0	0.0	1.0	0.0	1993.0	2.0	19.4166259765625	3.0	2.0	1.0	1.0	0.0	0.0	3.0	3.66488087275252	13.4313518114673	49.2243043490563	0.0	0.0	0.0	0.0	2.0	1973.65840388881
5.0	4.0	1.0	5.0	0.0			1.0	1.0	1.0	1.0	0.0	1.0	0.0	1991.0	2.0	18.9166259765625	3.0	2.0	1.0	1.0	1.0	1.0	4.0	2.16488087275252	4.68670919320971	10.1461670885331	0.0	0.0	0.0	0.0	2.0	1972.32766552735
10.0	10.0	10.0	4.0	0.0				1.0	1.0	1.0	0.0	1.0	0.0	1992.0	2.0	20.0	3.0	2.0	1.0	1.0	0.0	1.0	2.0	2.08150684931502	4.33267076374534	9.01848387056286	0.0	0.0	0.0	0.0	2.0	1973.67050608387
6.0	4.0	2.0	3.0	0.0				1.0	1.0	1.0	0.0	1.0	1.0	1985.0	2.0	18.1666259765625	3.0	2.0	1.0	1.0	0.0	0.0	3.0	-3.08511912724748	9.51796002930826	-29.3640405387959	-3.08511912724748	9.51796002930826	-29.3640405387959	1.0	2.0	1968.25772736315
8.0	8.0	4.0	5.0	0.0				1.0	1.0	1.0	1.0	1.0	1.0	1985.0	2.0	19.5	3.0	2.0	2.0	2.0	0.0	1.0	3.0	-4.41849315068498	19.5230817226501	-86.2626028717926	-4.41849315068498	19.5230817226501	-86.2626028717926	1.0	2.0	1967.1056897114
8.0	7.0	0.0	4.0	0.0		1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1987.0	2.0	19.25	1.0	2.0	1.0	1.0	0.0	1.0	2.0	-2.16849315068498	4.70236254456767	-10.1970409699326	-2.16849315068498	4.70236254456767	-10.1970409699326	1.0	2.0	1968.17262764461
9.0	7.0	5.0	1.0	0.0		1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1990.0	2.0	19.4166259765625	3.0	2.0	1.0	1.0	1.0	0.0	5.0	0.664880872752519	0.442066574952152	0.293921610168904	0.0	0.0	0.0	0.0	2.0	1971.49964542361
8.0	7.0	5.0	5.0	0.0			1.0	1.0	1.0	1.0	0.0	1.0	0.0	1991.0	2.0	19.9166259765625	3.0	2.0	1.0	1.0	0.0	0.0	3.0	1.16488087275252	1.35694744770467	1.58068212716152	0.0	0.0	0.0	0.0	2.0	1972.29057067772
10.0	9.0	9.0	5.0	0.0			1.0	1.0	1.0	1.0	0.0	1.0	0.0	1991.0	2.0	19.0833740234375	3.0	2.0	1.0	1.0	0.0	0.0	3.0	1.99813282587752	3.99253478984928	7.97761482205585	0.0	0.0	0.0	0.0	2.0	1972.74085469265
10.0	9.0	8.0	1.0	0.0					1.0	1.0	0.0	1.0	0.0	1993.0	2.0	20.4166259765625	3.0	2.0	1.0	1.0	1.0	1.0	1.0	2.66488087275252	7.10159006596223	18.924891532912	0.0	0.0	0.0	0.0	2.0	1973.66739482153
5.0	5.0	5.0	3.0	0.0						1.0	1.0	1.0	0.0	1994.0	2.0	19.9166259765625	3.0	2.0	1.0	1.0	0.0	1.0	3.0	4.16488087275252	17.3462326842198	72.2449927208216	0.0	0.0	0.0	0.0	2.0	1975.2077229172
8.0	7.0	6.0	1.0	0.0			1.0	1.0	1.0	1.0	0.0	1.0	0.0	1991.0	2.0	19.9166259765625	3.0	2.0	1.0	1.0	0.0	1.0	4.0	1.16488087275252	1.35694744770467	1.58068212716152	0.0	0.0	0.0	0.0	2.0	1972.7834431543
10.0	10.0	5.0	5.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1989.0	2.0	18.1666259765625	2.0	2.0	2.0	2.0	1.0	1.0	3.0	0.914880872752519	0.837007011328411	0.765761705024115	0.0	0.0	0.0	0.0	2.0	1970.9467022717
0.0	1.0	1.0	3.0	0.0				1.0	1.0	1.0	1.0	1.0	0.0	1992.0	2.0	18.25	2.0	2.0	2.0	2.0	0.0	1.0	3.0	3.83150684931502	14.6804447363479	56.2482245583076	0.0	0.0	0.0	0.0	2.0	1974.48322694143
10.0	9.0	9.0	4.0	0.0					1.0	1.0	0.0	1.0	0.0	1993.0	2.0	20.4166259765625	3.0	2.0	1.0	1.0	1.0	1.0	7.0	2.66488087275252	7.10159006596223	18.924891532912	0.0	0.0	0.0	0.0	2.0	1974.29343653936
8.0	7.0	7.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1989.0	2.0	18.6666259765625	3.0	2.0	2.0	2.0	1.0	1.0	7.0	0.414880872752519	0.172126138575892	0.0714118425958872	0.0	0.0	0.0	0.0	2.0	1970.81939152116
10.0	10.0	8.0	4.0	0.0						1.0	1.0	1.0	0.0	1994.0	2.0	21.6666259765625	3.0	2.0	1.0	1.0	1.0	1.0	3.0	2.41488087275252	5.83164962958597	14.0827391470815	0.0	0.0	0.0	0.0	2.0	1973.43916990003
6.0	6.0	6.0	4.0	0.0						1.0	1.0	1.0	0.0	1994.0	2.0	21.25	3.0	2.0	2.0	2.0	1.0	1.0	3.0	2.83150684931502	8.01743103771787	22.701410897209	0.0	0.0	0.0	0.0	2.0	1972.7255730927
10.0	9.0	8.0	4.0	1.0				1.0	1.0	1.0	1.0	1.0	0.0	1992.0	2.0	18.9166259765625	3.0	2.0	2.0	2.0	1.0	0.0	9.0	3.16488087275252	10.0164709387147	31.7009372864198	0.0	0.0	0.0	0.0	2.0	1973.88204266317
8.0	7.0	6.0	4.0	0.0				1.0	1.0	1.0	1.0	1.0	0.0	1992.0	2.0	20.0	1.0	2.0	1.0	1.0	0.0	1.0	4.0	2.08150684931502	4.33267076374534	9.01848387056286	0.0	0.0	0.0	0.0	2.0	1973.3273933134
10.0	10.0	10.0	4.0	0.0		1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1987.0	2.0	18.9166259765625	3.0	2.0	1.0	1.0	0.0	1.0	3.0	-1.83511912724748	3.36766221118956	-6.1800613378625	-1.83511912724748	3.36766221118956	-6.1800613378625	1.0	2.0	1967.9527365854
10.0	10.0	9.0	4.0	0.0		1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1990.0	2.0	20.4166259765625	2.0	2.0	1.0	1.0	1.0	1.0	5.0	-0.335119127247481	0.112304829447113	-0.0376354964299937	-0.335119127247481	0.112304829447113	-0.0376354964299937	1.0	2.0	1971.11459049908
9.0	8.0	9.0	5.0	0.0			1.0	1.0	1.0	1.0	1.0	1.0	0.0	1991.0	2.0	18.0	3.0	2.0	2.0	2.0	1.0	1.0	3.0	3.08150684931502	9.49568446237538	29.2610167097439	0.0	0.0	0.0	0.0	2.0	1973.4061051202
9.0	7.0	5.0	5.0	0.0				1.0	1.0	1.0	0.0	1.0	0.0	1992.0	2.0	18.1666259765625	1.0	2.0	1.0	1.0	1.0	1.0	4.0	3.91488087275252	15.3262922478435	60.0006083712978	0.0	0.0	0.0	0.0	2.0	1973.63289676467
9.0	8.0	7.0	4.0	0.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1990.0	2.0	19.1666259765625	2.0	2.0	1.0	1.0	0.0	1.0	6.0	0.914880872752519	0.837007011328411	0.765761705024115	0.0	0.0	0.0	0.0	2.0	1971.65169135109
9.0	7.0	5.0	4.0	0.0			1.0	1.0	1.0	1.0	1.0	1.0	0.0	1991.0	2.0	18.75	1.0	2.0	1.0	1.0	0.0	1.0	5.0	2.33150684931502	5.43592418840285	12.6738944776184	0.0	0.0	0.0	0.0	2.0	1973.58920929302
9.0	8.0	4.0	4.0	0.0				1.0	1.0	1.0	0.0	1.0	0.0	1992.0	2.0	19.3333740234375	2.0	2.0	1.0	1.0	1.0	0.0	4.0	2.74813282587752	7.55223402866556	20.754542242885	0.0	0.0	0.0	0.0	2.0	1972.47311506886
9.0	8.0	8.0	5.0	0.0				1.0	1.0	1.0	0.0	1.0	0.0	1992.0	2.0	18.5	3.0	2.0	1.0	1.0	1.0	1.0	4.0	3.58150684931502	12.8271913116904	45.9406735402933	0.0	0.0	0.0	0.0	2.0	1974.59346725792
9.0	6.0	3.0	4.0	0.0			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1986.0	2.0	19.0	2.0	2.0	1.0	1.0	0.0	0.0	7.0	-2.91849315068498	8.51760227059515	-24.8585638869908	-2.91849315068498	8.51760227059515	-24.8585638869908	1.0	2.0	1968.27919512102
10.0	8.0	6.0	5.0	0.0			1.0	1.0	1.0	1.0	1.0	1.0	0.0	1991.0	2.0	17.75	2.0	2.0	1.0	1.0	1.0	0.0	6.0	3.33150684931502	11.0989378870329	36.976187590772	0.0	0.0	0.0	0.0	2.0	1974.0973520265
10.0	9.0	7.0	5.0	0.0						1.0	0.0	0.0	0.0	1994.0	2.0	20.9166259765625	3.0	1.0	1.0	1.0	0.0	0.0	7.0	3.16488087275252	10.0164709387147	31.7009372864198	0.0	0.0	0.0	0.0	2.0	1973.47556967009
7.0	2.0	0.0	5.0	0.0			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1986.0	2.0	17.9166259765625	3.0	2.0	1.0	1.0	1.0	1.0	3.0	-1.83511912724748	3.36766221118956	-6.1800613378625	-1.83511912724748	3.36766221118956	-6.1800613378625	1.0	2.0	1968.1765043661
9.0	8.0	8.0	4.0	0.0				1.0	1.0	1.0	0.0	1.0	0.0	1992.0	2.0	18.5	1.0	2.0	1.0	1.0	1.0	1.0	3.0	3.58150684931502	12.8271913116904	45.9406735402933	0.0	0.0	0.0	0.0	2.0	1974.60970103461
10.0	10.0	9.0	5.0	0.0					1.0	1.0	1.0	1.0	0.0	1993.0	2.0	22.0	3.0	2.0	1.0	1.0	0.0	1.0	4.0	1.08150684931502	1.1696570651153	1.2649921272719	0.0	0.0	0.0	0.0	2.0	1971.59452995099
6.0	6.0	4.0	3.0	0.0				1.0	1.0	1.0	1.0	1.0	0.0	1992.0	2.0	19.1666259765625	1.0	2.0	1.0	1.0	0.0	1.0	7.0	2.91488087275252	8.49653050233849	24.7663742460248	0.0	0.0	0.0	0.0	2.0	1972.85452865064
6.0	7.0	8.0	2.0	0.0			1.0	1.0	1.0	1.0	0.0	1.0	0.0	1991.0	2.0	17.75	1.0	2.0	3.0	3.0	1.0	1.0	4.0	3.33150684931502	11.0989378870329	36.976187590772	0.0	0.0	0.0	0.0	2.0	1974.46120354999
9.0	8.0	8.0	3.0	0.0			1.0	1.0	1.0	1.0	0.0	1.0	0.0	1991.0	2.0	21.5833740234375	3.0	2.0	1.0	1.0	1.0	1.0	5.0	-0.501867174122481	0.251870660461684	-0.126405616610268	-0.501867174122481	0.251870660461684	-0.126405616610268	1.0	2.0	1970.73962778784
9.0	9.0	9.0	4.0	0.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1990.0	2.0	19.4166259765625	1.0	2.0	1.0	1.0	0.0	1.0	7.0	0.664880872752519	0.442066574952152	0.293921610168904	0.0	0.0	0.0	0.0	2.0	1971.34699757397
5.0	6.0	6.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1989.0	2.0	18.25	2.0	2.0	1.0	1.0	0.0	1.0	3.0	0.831506849315019	0.69140364045779	0.574906862681992	0.0	0.0	0.0	0.0	2.0	1971.19659020891
10.0	10.0	10.0	5.0	0.0			1.0	1.0	1.0	1.0	1.0	1.0	0.0	1991.0	2.0	21.4166259765625	3.0	2.0	3.0	3.0	0.0	1.0	4.0	-0.335119127247481	0.112304829447113	-0.0376354964299937	-0.335119127247481	0.112304829447113	-0.0376354964299937	1.0	2.0	1970.26218365645
10.0	8.0	7.0	5.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1988.0	2.0	18.4166259765625	3.0	2.0	1.0	1.0	0.0	1.0	3.0	-0.335119127247481	0.112304829447113	-0.0376354964299937	-0.335119127247481	0.112304829447113	-0.0376354964299937	1.0	2.0	1970.67862431426
8.0	6.0	4.0	4.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1989.0	2.0	19.8333740234375	3.0	2.0	1.0	1.0	1.0	1.0	4.0	-0.751867174122481	0.565304247522925	-0.425033707104497	-0.751867174122481	0.565304247522925	-0.425033707104497	1.0	2.0	1969.11649655225
8.0	8.0	8.0	4.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1989.0	2.0	19.0833740234375	3.0	2.0	2.0	2.0	0.0	0.0	3.0	-0.00186717412248072	3.48633920366164E-6	-6.50960234326706E-9	-0.00186717412248072	3.48633920366164E-6	-6.50960234326706E-9	1.0	2.0	1970.9568437417
6.0	5.0	4.0	4.0	0.0						1.0	1.0	1.0	0.0	1994.0	2.0	21.5833740234375	1.0	2.0	1.0	1.0	0.0	1.0	4.0	2.49813282587752	6.2406676157268	15.5900166262379	0.0	0.0	0.0	0.0	2.0	1972.63373949658
10.0	7.0	6.0	5.0	0.0					1.0	1.0	0.0	1.0	0.0	1993.0	2.0	19.8333740234375	1.0	2.0	1.0	1.0	1.0	1.0	5.0	3.24813282587752	10.5503668545431	34.2689929052915	0.0	0.0	0.0	0.0	2.0	1973.08784181671
9.0	7.0	2.0	3.0	0.0						1.0	1.0	1.0	0.0	1994.0	2.0	20.6666259765625	3.0	2.0	1.0	1.0	0.0	1.0	3.0	3.41488087275252	11.661411375091	39.8223306540969	0.0	0.0	0.0	0.0	2.0	1974.90790689923
9.0	8.0	6.0	5.0	0.0			1.0	1.0	1.0	1.0	1.0	1.0	0.0	1991.0	2.0	20.9166259765625	1.0	2.0	1.0	1.0	1.0	1.0	3.0	0.164880872752519	0.0271857021996325	0.00448240230506548	0.0	0.0	0.0	0.0	2.0	1970.59127191734
9.0	8.0	7.0	4.0	0.0					1.0	1.0	1.0	1.0	0.0	1993.0	2.0	19.25	1.0	2.0	2.0	2.0	0.0	0.0	3.0	3.83150684931502	14.6804447363479	56.2482245583076	0.0	0.0	0.0	0.0	2.0	1973.55702313781
6.0	6.0	5.0	4.0	0.0					1.0	1.0	0.0	1.0	0.0	1993.0	2.0	19.25	3.0	2.0	2.0	2.0	1.0	1.0	3.0	3.83150684931502	14.6804447363479	56.2482245583076	0.0	0.0	0.0	0.0	2.0	1974.46249581128
9.0	5.0	5.0	5.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1988.0	2.0	18.3333740234375	3.0	2.0	1.0	1.0	0.0	1.0	8.0	-0.251867174122481	0.063437073400444	-0.0159777164119702	-0.251867174122481	0.063437073400444	-0.0159777164119702	1.0	2.0	1969.51221176423
5.0	5.0	5.0	4.0	0.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1990.0	2.0	19.0833740234375	3.0	2.0	1.0	1.0	0.0	0.0	5.0	0.998132825877519	0.996269138094242	0.994408930140567	0.0	0.0	0.0	0.0	2.0	1970.70192857925
10.0	6.0	5.0	5.0	0.0		1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1987.0	2.0	18.5	2.0	1.0	1.0	1.0	0.0	1.0	4.0	-1.41849315068498	2.0121228185402	-2.85418243643624	-1.41849315068498	2.0121228185402	-2.85418243643624	1.0	2.0	1969.31596657494
10.0	9.0	8.0	4.0	0.0						1.0	1.0	1.0	0.0	1994.0	2.0	20.0	3.0	2.0	1.0	1.0	0.0	0.0	6.0	4.08150684931502	16.6586981610054	67.9925906448151	0.0	0.0	0.0	0.0	2.0	1975.55993554695
6.0	5.0	4.0	4.0	0.0				1.0	1.0	1.0	0.0	1.0	0.0	1992.0	2.0	19.5833740234375	1.0	2.0	1.0	1.0	1.0	1.0	3.0	2.49813282587752	6.2406676157268	15.5900166262379	0.0	0.0	0.0	0.0	2.0	1972.50543660205
6.0	5.0	5.0	4.0	0.0					1.0	1.0	0.0	1.0	0.0	1993.0	2.0	20.75	3.0	2.0	2.0	2.0	1.0	1.0	3.0	2.33150684931502	5.43592418840285	12.6738944776184	0.0	0.0	0.0	0.0	2.0	1972.25485938694
5.0	4.0	3.0	4.0	0.0						1.0	0.0	1.0	0.0	1994.0	2.0	20.0	2.0	2.0	2.0	2.0	1.0	1.0	5.0	4.08150684931502	16.6586981610054	67.9925906448151	0.0	0.0	0.0	0.0	2.0	1974.5220611291
10.0	10.0	10.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1989.0	2.0	19.3333740234375	3.0	2.0	2.0	2.0	1.0	1.0	7.0	-0.251867174122481	0.063437073400444	-0.0159777164119702	-0.251867174122481	0.063437073400444	-0.0159777164119702	1.0	2.0	1970.72631695168
7.0	5.0	2.0	2.0	0.0		1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1990.0	2.0	18.25	2.0	2.0	1.0	1.0	0.0	0.0	1.0	1.83150684931502	3.35441733908783	6.14363833200042	0.0	0.0	0.0	0.0	2.0	1971.64041305194
10.0	10.0	10.0	5.0	0.0				1.0	1.0	1.0	1.0	1.0	0.0	1992.0	2.0	18.3333740234375	2.0	2.0	2.0	2.0	1.0	1.0	3.0	3.74813282587752	14.0484996804206	52.6556428065143	0.0	0.0	0.0	0.0	2.0	1974.47752833273
8.0	7.0	0.0	5.0	0.0		1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1990.0	2.0	18.75	3.0	2.0	2.0	2.0	1.0	1.0	4.0	1.33150684931502	1.77291048977281	2.36064246035494	0.0	0.0	0.0	0.0	2.0	1971.36328791128
7.0	6.0	4.0	5.0	0.0			1.0	1.0	1.0	1.0	1.0	1.0	0.0	1991.0	2.0	18.0	3.0	2.0	1.0	1.0	0.0	1.0	3.0	3.08150684931502	9.49568446237538	29.2610167097439	0.0	0.0	0.0	0.0	2.0	1973.09760601586
10.0	9.0	8.0	5.0	0.0						1.0	1.0	1.0	0.0	1994.0	2.0	19.9166259765625	3.0	2.0	1.0	1.0	1.0	1.0	3.0	4.16488087275252	17.3462326842198	72.2449927208216	0.0	0.0	0.0	0.0	2.0	1973.89790971624
9.0	8.0	6.0	5.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1988.0	2.0	22.5	3.0	2.0	2.0	2.0	0.0	0.0	4.0	-4.41849315068498	19.5230817226501	-86.2626028717926	-4.41849315068498	19.5230817226501	-86.2626028717926	1.0	2.0	1966.61450746097
8.0	6.0	4.0	5.0	0.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1990.0	2.0	18.3333740234375	3.0	2.0	2.0	2.0	1.0	0.0	5.0	1.74813282587752	3.05596837691052	5.34223863452093	0.0	0.0	0.0	0.0	2.0	1972.48700902425
2.0	2.0	1.0	4.0	0.0						1.0	0.0	0.0	0.0	1994.0	2.0	21.1666259765625	3.0	1.0	1.0	1.0	0.0	1.0	3.0	2.91488087275252	8.49653050233849	24.7663742460248	0.0	0.0	0.0	0.0	2.0	1972.89928808389
7.0	6.0	5.0	3.0	0.0			1.0	1.0	1.0	1.0	0.0	1.0	1.0	1986.0	2.0	17.8333740234375	3.0	2.0	1.0	1.0	0.0	1.0	5.0	-1.75186717412248	3.06903859576789	-5.37654797204071	-1.75186717412248	3.06903859576789	-5.37654797204071	1.0	2.0	1969.12559809443
8.0	7.0	6.0	4.0	0.0		1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1990.0	2.0	18.75	3.0	2.0	1.0	1.0	1.0	1.0	9.0	1.33150684931502	1.77291048977281	2.36064246035494	0.0	0.0	0.0	0.0	2.0	1971.61789937178
9.0	0.0	0.0	4.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1988.0	2.0	19.0	3.0	2.0	1.0	1.0	0.0	0.0	1.0	-0.918493150684981	0.843629667855223	-0.774868071639667	-0.918493150684981	0.843629667855223	-0.774868071639667	1.0	2.0	1969.95204140292
8.0	7.0	3.0	4.0	0.0		1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1990.0	2.0	18.9166259765625	1.0	1.0	1.0	1.0	0.0	1.0	9.0	1.16488087275252	1.35694744770467	1.58068212716152	0.0	0.0	0.0	0.0	2.0	1972.17232543463
6.0	6.0	6.0	4.0	0.0		1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1990.0	2.0	20.25	3.0	1.0	1.0	1.0	0.0	1.0	5.0	-0.168493150684981	0.0283899418277516	-0.00478351074632119	-0.168493150684981	0.0283899418277516	-0.00478351074632119	1.0	2.0	1970.65804589773
5.0	5.0	5.0	3.0	0.0						1.0	0.0	0.0	0.0	1994.0	2.0	21.1666259765625	2.0	1.0	3.0	3.0	1.0	1.0	4.0	2.91488087275252	8.49653050233849	24.7663742460248	0.0	0.0	0.0	0.0	2.0	1973.22766465507
6.0	6.0	6.0	4.0	0.0						1.0	0.0	1.0	0.0	1994.0	2.0	21.25	3.0	2.0	3.0	3.0	1.0	1.0	3.0	2.83150684931502	8.01743103771787	22.701410897209	0.0	0.0	0.0	0.0	2.0	1973.68655359186
5.0	1.0	1.0	3.0	0.0		1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1987.0	2.0	18.4166259765625	3.0	2.0	1.0	1.0	0.0	0.0	1.0	-1.33511912724748	1.78254308394207	-2.37990736651378	-1.33511912724748	1.78254308394207	-2.37990736651378	1.0	2.0	1970.00993182091
8.0	6.0	4.0	5.0	0.0				1.0	1.0	1.0	1.0	1.0	0.0	1992.0	2.0	19.6666259765625	1.0	2.0	1.0	1.0	0.0	1.0	3.0	2.41488087275252	5.83164962958597	14.0827391470815	0.0	0.0	0.0	0.0	2.0	1973.99809346208
9.0	8.0	7.0	5.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1989.0	2.0	20.3333740234375	3.0	2.0	1.0	1.0	1.0	1.0	3.0	-1.25186717412248	1.56717142164541	-1.96189045898074	-1.25186717412248	1.56717142164541	-1.96189045898074	1.0	2.0	1969.51869352907
7.0	3.0	2.0	4.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1989.0	2.0	18.8333740234375	3.0	2.0	2.0	2.0	0.0	0.0	3.0	0.248132825877519	0.0615698992779633	0.0152775130968353	0.0	0.0	0.0	0.0	2.0	1971.00847588247
7.0	5.0	4.0	4.0	0.0						1.0	0.0	1.0	0.0	1994.0	2.0	20.6666259765625	3.0	2.0	1.0	1.0	1.0	0.0	8.0	3.41488087275252	11.661411375091	39.8223306540969	0.0	0.0	0.0	0.0	2.0	1973.69284068653
8.0	7.0	4.0	3.0	0.0					1.0	1.0	1.0	1.0	0.0	1993.0	2.0	19.5	3.0	2.0	1.0	1.0	0.0	0.0	4.0	3.58150684931502	12.8271913116904	45.9406735402933	0.0	0.0	0.0	0.0	2.0	1974.58431912586
5.0	2.0	0.0	1.0	0.0						1.0	0.0	1.0	0.0	1994.0	2.0	20.5833740234375	2.0	2.0	1.0	1.0	1.0	1.0	4.0	3.49813282587752	12.2369332674818	42.8064179510509	0.0	0.0	0.0	0.0	2.0	1973.8417100762
10.0	8.0	6.0	4.0	0.0			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1986.0	2.0	19.0	3.0	2.0	1.0	1.0	0.0	1.0	3.0	-2.91849315068498	8.51760227059515	-24.8585638869908	-2.91849315068498	8.51760227059515	-24.8585638869908	1.0	2.0	1966.88616980379
9.0	8.0	7.0	4.0	0.0						1.0	1.0	1.0	0.0	1994.0	2.0	20.0	2.0	2.0	1.0	1.0	0.0	0.0	3.0	4.08150684931502	16.6586981610054	67.9925906448151	0.0	0.0	0.0	0.0	2.0	1974.5396422511
8.0	5.0	2.0	4.0	0.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1990.0	2.0	19.0833740234375	3.0	2.0	1.0	1.0	0.0	1.0	3.0	0.998132825877519	0.996269138094242	0.994408930140567	0.0	0.0	0.0	0.0	2.0	1970.69001433905
10.0	9.0	4.0	2.0	0.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1990.0	2.0	21.0	3.0	2.0	1.0	1.0	1.0	1.0	5.0	-0.918493150684981	0.843629667855223	-0.774868071639667	-0.918493150684981	0.843629667855223	-0.774868071639667	1.0	2.0	1969.98717267206
7.0	6.0	6.0	4.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1988.0	2.0	17.9166259765625	3.0	2.0	1.0	1.0	0.0	0.0	3.0	0.164880872752519	0.0271857021996325	0.00448240230506548	0.0	0.0	0.0	0.0	2.0	1970.04953396181
6.0	5.0	5.0	3.0	0.0			1.0	1.0	1.0	1.0	1.0	1.0	0.0	1991.0	2.0	18.6666259765625	3.0	2.0	1.0	1.0	1.0	1.0	3.0	2.41488087275252	5.83164962958597	14.0827391470815	0.0	0.0	0.0	0.0	2.0	1973.55915095424
10.0	9.0	7.0	5.0	0.0		1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1990.0	2.0	19.1666259765625	3.0	2.0	1.0	1.0	1.0	1.0	3.0	0.914880872752519	0.837007011328411	0.765761705024115	0.0	0.0	0.0	0.0	2.0	1971.56779185636
9.0	8.0	7.0	5.0	0.0					1.0	1.0	0.0	1.0	0.0	1993.0	2.0	20.3333740234375	1.0	2.0	1.0	1.0	0.0	0.0	6.0	2.74813282587752	7.55223402866556	20.754542242885	0.0	0.0	0.0	0.0	2.0	1973.52845760854
10.0	9.0	8.0	3.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1989.0	2.0	18.5833740234375	3.0	2.0	3.0	3.0	0.0	1.0	4.0	0.498132825877519	0.248136312216723	0.123604842407343	0.0	0.0	0.0	0.0	2.0	1971.2589952834
8.0	7.0	6.0	4.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1989.0	2.0	18.5833740234375	1.0	2.0	1.0	1.0	1.0	1.0	3.0	0.498132825877519	0.248136312216723	0.123604842407343	0.0	0.0	0.0	0.0	2.0	1970.3951107068
